display_name,year,works_count,cited_by_count,city,longitude,latitude
Institute for Computer Aided Design,2013,37,254,Moscow,37.589622,55.770817
Institute for Computer Aided Design,2014,21,282,Moscow,37.589622,55.770817
Institute for Computer Aided Design,2015,32,309,Moscow,37.589622,55.770817
Institute for Computer Aided Design,2016,24,340,Moscow,37.589622,55.770817
Institute for Computer Aided Design,2017,28,272,Moscow,37.589622,55.770817
Institute for Computer Aided Design,2018,91,415,Moscow,37.589622,55.770817
Institute for Computer Aided Design,2019,93,490,Moscow,37.589622,55.770817
Institute for Computer Aided Design,2020,71,532,Moscow,37.589622,55.770817
Institute for Computer Aided Design,2021,89,600,Moscow,37.589622,55.770817
Institute for Computer Aided Design,2022,66,572,Moscow,37.589622,55.770817
Institute for Computer Aided Design,2023,19,357,Moscow,37.589622,55.770817
Institute for Design Problems in Microelectronics,2012,2,59,Moscow,37.579277,55.69877
Institute for Design Problems in Microelectronics,2013,9,48,Moscow,37.579277,55.69877
Institute for Design Problems in Microelectronics,2014,3,52,Moscow,37.579277,55.69877
Institute for Design Problems in Microelectronics,2015,14,42,Moscow,37.579277,55.69877
Institute for Design Problems in Microelectronics,2016,17,60,Moscow,37.579277,55.69877
Institute for Design Problems in Microelectronics,2017,36,60,Moscow,37.579277,55.69877
Institute for Design Problems in Microelectronics,2018,35,105,Moscow,37.579277,55.69877
Institute for Design Problems in Microelectronics,2019,64,141,Moscow,37.579277,55.69877
Institute for Design Problems in Microelectronics,2020,74,181,Moscow,37.579277,55.69877
Institute for Design Problems in Microelectronics,2021,43,221,Moscow,37.579277,55.69877
Institute for Design Problems in Microelectronics,2022,56,233,Moscow,37.579277,55.69877
Institute for Design Problems in Microelectronics,2023,13,193,Moscow,37.579277,55.69877
Institute for Educational Development and Training,2012,1,16,Yakutsk,129.74823,62.032707
Institute for Educational Development and Training,2013,1,16,Yakutsk,129.74823,62.032707
Institute for Educational Development and Training,2014,0,17,Yakutsk,129.74823,62.032707
Institute for Educational Development and Training,2015,0,10,Yakutsk,129.74823,62.032707
Institute for Educational Development and Training,2016,1,7,Yakutsk,129.74823,62.032707
Institute for Educational Development and Training,2017,1,4,Yakutsk,129.74823,62.032707
Institute for Educational Development and Training,2018,1,10,Yakutsk,129.74823,62.032707
Institute for Educational Development and Training,2019,4,5,Yakutsk,129.74823,62.032707
Institute for Educational Development and Training,2020,5,12,Yakutsk,129.74823,62.032707
Institute for Educational Development and Training,2021,11,8,Yakutsk,129.74823,62.032707
Institute for Educational Development and Training,2022,5,14,Yakutsk,129.74823,62.032707
Institute for Educational Development and Training,2023,4,9,Yakutsk,129.74823,62.032707
Institute for High Energy Physics,2012,129,2530,Protvino,37.20991,54.866005
Institute for High Energy Physics,2013,86,2864,Protvino,37.20991,54.866005
Institute for High Energy Physics,2014,101,3014,Protvino,37.20991,54.866005
Institute for High Energy Physics,2015,86,3698,Protvino,37.20991,54.866005
Institute for High Energy Physics,2016,106,3927,Protvino,37.20991,54.866005
Institute for High Energy Physics,2017,101,3709,Protvino,37.20991,54.866005
Institute for High Energy Physics,2018,109,3373,Protvino,37.20991,54.866005
Institute for High Energy Physics,2019,115,3854,Protvino,37.20991,54.866005
Institute for High Energy Physics,2020,94,4321,Protvino,37.20991,54.866005
Institute for High Energy Physics,2021,103,5949,Protvino,37.20991,54.866005
Institute for High Energy Physics,2022,83,5104,Protvino,37.20991,54.866005
Institute for High Energy Physics,2023,19,3533,Protvino,37.20991,54.866005
Institute for High Pressure Physics,2012,37,1074,Moscow,37.30687,55.47123
Institute for High Pressure Physics,2013,62,1262,Moscow,37.30687,55.47123
Institute for High Pressure Physics,2014,60,1472,Moscow,37.30687,55.47123
Institute for High Pressure Physics,2015,48,1453,Moscow,37.30687,55.47123
Institute for High Pressure Physics,2016,67,1503,Moscow,37.30687,55.47123
Institute for High Pressure Physics,2017,55,1731,Moscow,37.30687,55.47123
Institute for High Pressure Physics,2018,82,1805,Moscow,37.30687,55.47123
Institute for High Pressure Physics,2019,90,2068,Moscow,37.30687,55.47123
Institute for High Pressure Physics,2020,108,2326,Moscow,37.30687,55.47123
Institute for High Pressure Physics,2021,85,2367,Moscow,37.30687,55.47123
Institute for High Pressure Physics,2022,88,2268,Moscow,37.30687,55.47123
Institute for High Pressure Physics,2023,50,1472,Moscow,37.30687,55.47123
Institute for Humanities Research and Indigenous Studies of the North,2012,3,9,Yakutsk,129.7174,62.023556
Institute for Humanities Research and Indigenous Studies of the North,2013,1,11,Yakutsk,129.7174,62.023556
Institute for Humanities Research and Indigenous Studies of the North,2014,4,11,Yakutsk,129.7174,62.023556
Institute for Humanities Research and Indigenous Studies of the North,2015,4,11,Yakutsk,129.7174,62.023556
Institute for Humanities Research and Indigenous Studies of the North,2016,11,14,Yakutsk,129.7174,62.023556
Institute for Humanities Research and Indigenous Studies of the North,2017,4,19,Yakutsk,129.7174,62.023556
Institute for Humanities Research and Indigenous Studies of the North,2018,42,23,Yakutsk,129.7174,62.023556
Institute for Humanities Research and Indigenous Studies of the North,2019,26,37,Yakutsk,129.7174,62.023556
Institute for Humanities Research and Indigenous Studies of the North,2020,43,61,Yakutsk,129.7174,62.023556
Institute for Humanities Research and Indigenous Studies of the North,2021,82,92,Yakutsk,129.7174,62.023556
Institute for Humanities Research and Indigenous Studies of the North,2022,61,88,Yakutsk,129.7174,62.023556
Institute for Humanities Research and Indigenous Studies of the North,2023,17,57,Yakutsk,129.7174,62.023556
Institute for Information Transmission Problems,2012,152,2846,Moscow,37.61545,55.7726
Institute for Information Transmission Problems,2013,198,3368,Moscow,37.61545,55.7726
Institute for Information Transmission Problems,2014,195,3382,Moscow,37.61545,55.7726
Institute for Information Transmission Problems,2015,278,3743,Moscow,37.61545,55.7726
Institute for Information Transmission Problems,2016,260,4171,Moscow,37.61545,55.7726
Institute for Information Transmission Problems,2017,285,4364,Moscow,37.61545,55.7726
Institute for Information Transmission Problems,2018,327,4778,Moscow,37.61545,55.7726
Institute for Information Transmission Problems,2019,368,5945,Moscow,37.61545,55.7726
Institute for Information Transmission Problems,2020,418,6726,Moscow,37.61545,55.7726
Institute for Information Transmission Problems,2021,488,8269,Moscow,37.61545,55.7726
Institute for Information Transmission Problems,2022,396,7328,Moscow,37.61545,55.7726
Institute for Information Transmission Problems,2023,172,4231,Moscow,37.61545,55.7726
Institute for International Economic and Political Studies,2012,0,1,Moscow,37.57115,55.676414
Institute for International Economic and Political Studies,2013,0,6,Moscow,37.57115,55.676414
Institute for International Economic and Political Studies,2014,0,2,Moscow,37.57115,55.676414
Institute for International Economic and Political Studies,2015,0,3,Moscow,37.57115,55.676414
Institute for International Economic and Political Studies,2016,0,1,Moscow,37.57115,55.676414
Institute for International Economic and Political Studies,2017,0,1,Moscow,37.57115,55.676414
Institute for International Economic and Political Studies,2018,0,1,Moscow,37.57115,55.676414
Institute for International Economic and Political Studies,2019,0,5,Moscow,37.57115,55.676414
Institute for International Economic and Political Studies,2020,1,3,Moscow,37.57115,55.676414
Institute for International Economic and Political Studies,2022,0,1,Moscow,37.57115,55.676414
Institute for Languages ​​and Cultures Leo Tolstoy,NA,NA,NA,Moscow,37.839905,55.834755
Institute for Nuclear Research,2012,189,4347,Moscow,37.578484,55.698994
Institute for Nuclear Research,2013,227,4827,Moscow,37.578484,55.698994
Institute for Nuclear Research,2014,199,4929,Moscow,37.578484,55.698994
Institute for Nuclear Research,2015,213,5900,Moscow,37.578484,55.698994
Institute for Nuclear Research,2016,242,6156,Moscow,37.578484,55.698994
Institute for Nuclear Research,2017,271,6397,Moscow,37.578484,55.698994
Institute for Nuclear Research,2018,327,6195,Moscow,37.578484,55.698994
Institute for Nuclear Research,2019,357,7206,Moscow,37.578484,55.698994
Institute for Nuclear Research,2020,341,8260,Moscow,37.578484,55.698994
Institute for Nuclear Research,2021,335,10104,Moscow,37.578484,55.698994
Institute for Nuclear Research,2022,268,8713,Moscow,37.578484,55.698994
Institute for Nuclear Research,2023,132,5446,Moscow,37.578484,55.698994
Institute for Physics and Power Engineering,2012,80,936,Obninsk,36.583935,55.08183
Institute for Physics and Power Engineering,2013,108,876,Obninsk,36.583935,55.08183
Institute for Physics and Power Engineering,2014,141,938,Obninsk,36.583935,55.08183
Institute for Physics and Power Engineering,2015,114,1009,Obninsk,36.583935,55.08183
Institute for Physics and Power Engineering,2016,92,1113,Obninsk,36.583935,55.08183
Institute for Physics and Power Engineering,2017,96,1106,Obninsk,36.583935,55.08183
Institute for Physics and Power Engineering,2018,74,1160,Obninsk,36.583935,55.08183
Institute for Physics and Power Engineering,2019,91,1037,Obninsk,36.583935,55.08183
Institute for Physics and Power Engineering,2020,101,1329,Obninsk,36.583935,55.08183
Institute for Physics and Power Engineering,2021,96,1320,Obninsk,36.583935,55.08183
Institute for Physics and Power Engineering,2022,36,1133,Obninsk,36.583935,55.08183
Institute for Physics and Power Engineering,2023,18,895,Obninsk,36.583935,55.08183
Institute for Physics of Microstructures,2012,121,1086,Nizhny Novgorod,44.08322,56.28026
Institute for Physics of Microstructures,2013,135,1095,Nizhny Novgorod,44.08322,56.28026
Institute for Physics of Microstructures,2014,119,1240,Nizhny Novgorod,44.08322,56.28026
Institute for Physics of Microstructures,2015,119,1313,Nizhny Novgorod,44.08322,56.28026
Institute for Physics of Microstructures,2016,145,1332,Nizhny Novgorod,44.08322,56.28026
Institute for Physics of Microstructures,2017,144,1543,Nizhny Novgorod,44.08322,56.28026
Institute for Physics of Microstructures,2018,189,1673,Nizhny Novgorod,44.08322,56.28026
Institute for Physics of Microstructures,2019,194,1968,Nizhny Novgorod,44.08322,56.28026
Institute for Physics of Microstructures,2020,207,2329,Nizhny Novgorod,44.08322,56.28026
Institute for Physics of Microstructures,2021,128,2309,Nizhny Novgorod,44.08322,56.28026
Institute for Physics of Microstructures,2022,186,2308,Nizhny Novgorod,44.08322,56.28026
Institute for Physics of Microstructures,2023,74,1225,Nizhny Novgorod,44.08322,56.28026
Institute for Problems in Mechanics,2012,120,1077,Moscow,37.48816,55.665653
Institute for Problems in Mechanics,2013,171,1305,Moscow,37.48816,55.665653
Institute for Problems in Mechanics,2014,136,1285,Moscow,37.48816,55.665653
Institute for Problems in Mechanics,2015,172,1429,Moscow,37.48816,55.665653
Institute for Problems in Mechanics,2016,158,1429,Moscow,37.48816,55.665653
Institute for Problems in Mechanics,2017,248,1557,Moscow,37.48816,55.665653
Institute for Problems in Mechanics,2018,339,1826,Moscow,37.48816,55.665653
Institute for Problems in Mechanics,2019,373,2271,Moscow,37.48816,55.665653
Institute for Problems in Mechanics,2020,349,2254,Moscow,37.48816,55.665653
Institute for Problems in Mechanics,2021,334,2691,Moscow,37.48816,55.665653
Institute for Problems in Mechanics,2022,335,3012,Moscow,37.48816,55.665653
Institute for Problems in Mechanics,2023,151,1776,Moscow,37.48816,55.665653
Institute for Regional Economics,2012,0,3,Saint Petersburg,30.325542,59.91342
Institute for Regional Economics,2013,0,6,Saint Petersburg,30.325542,59.91342
Institute for Regional Economics,2014,3,3,Saint Petersburg,30.325542,59.91342
Institute for Regional Economics,2015,3,2,Saint Petersburg,30.325542,59.91342
Institute for Regional Economics,2016,1,2,Saint Petersburg,30.325542,59.91342
Institute for Regional Economics,2017,7,9,Saint Petersburg,30.325542,59.91342
Institute for Regional Economics,2018,12,7,Saint Petersburg,30.325542,59.91342
Institute for Regional Economics,2019,35,27,Saint Petersburg,30.325542,59.91342
Institute for Regional Economics,2020,28,61,Saint Petersburg,30.325542,59.91342
Institute for Regional Economics,2021,44,87,Saint Petersburg,30.325542,59.91342
Institute for Regional Economics,2022,32,84,Saint Petersburg,30.325542,59.91342
Institute for Regional Economics,2023,6,60,Saint Petersburg,30.325542,59.91342
Institute for Soil Science and Agricultural Chemistry,2012,4,93,Novosibirsk,83.10348,54.849964
Institute for Soil Science and Agricultural Chemistry,2013,7,94,Novosibirsk,83.10348,54.849964
Institute for Soil Science and Agricultural Chemistry,2014,3,96,Novosibirsk,83.10348,54.849964
Institute for Soil Science and Agricultural Chemistry,2015,13,162,Novosibirsk,83.10348,54.849964
Institute for Soil Science and Agricultural Chemistry,2016,10,131,Novosibirsk,83.10348,54.849964
Institute for Soil Science and Agricultural Chemistry,2017,2,101,Novosibirsk,83.10348,54.849964
Institute for Soil Science and Agricultural Chemistry,2018,19,136,Novosibirsk,83.10348,54.849964
Institute for Soil Science and Agricultural Chemistry,2019,19,123,Novosibirsk,83.10348,54.849964
Institute for Soil Science and Agricultural Chemistry,2020,20,153,Novosibirsk,83.10348,54.849964
Institute for Soil Science and Agricultural Chemistry,2021,28,184,Novosibirsk,83.10348,54.849964
Institute for Soil Science and Agricultural Chemistry,2022,12,163,Novosibirsk,83.10348,54.849964
Institute for Soil Science and Agricultural Chemistry,2023,4,94,Novosibirsk,83.10348,54.849964
Institute for System Dynamics and Control Theory,2012,37,108,Irkutsk,104.27421,52.24042
Institute for System Dynamics and Control Theory,2013,39,139,Irkutsk,104.27421,52.24042
Institute for System Dynamics and Control Theory,2014,34,123,Irkutsk,104.27421,52.24042
Institute for System Dynamics and Control Theory,2015,52,170,Irkutsk,104.27421,52.24042
Institute for System Dynamics and Control Theory,2016,52,249,Irkutsk,104.27421,52.24042
Institute for System Dynamics and Control Theory,2017,75,317,Irkutsk,104.27421,52.24042
Institute for System Dynamics and Control Theory,2018,100,340,Irkutsk,104.27421,52.24042
Institute for System Dynamics and Control Theory,2019,113,540,Irkutsk,104.27421,52.24042
Institute for System Dynamics and Control Theory,2020,99,505,Irkutsk,104.27421,52.24042
Institute for System Dynamics and Control Theory,2021,112,588,Irkutsk,104.27421,52.24042
Institute for System Dynamics and Control Theory,2022,82,428,Irkutsk,104.27421,52.24042
Institute for System Dynamics and Control Theory,2023,38,299,Irkutsk,104.27421,52.24042
Institute for System Programming,2012,56,208,Moscow,37.66042,55.74455
Institute for System Programming,2013,48,221,Moscow,37.66042,55.74455
Institute for System Programming,2014,57,267,Moscow,37.66042,55.74455
Institute for System Programming,2015,53,196,Moscow,37.66042,55.74455
Institute for System Programming,2016,23,176,Moscow,37.66042,55.74455
Institute for System Programming,2017,31,182,Moscow,37.66042,55.74455
Institute for System Programming,2018,71,254,Moscow,37.66042,55.74455
Institute for System Programming,2019,87,365,Moscow,37.66042,55.74455
Institute for System Programming,2020,75,367,Moscow,37.66042,55.74455
Institute for System Programming,2021,95,433,Moscow,37.66042,55.74455
Institute for System Programming,2022,82,406,Moscow,37.66042,55.74455
Institute for System Programming,2023,33,287,Moscow,37.66042,55.74455
Institute for Systems Analysis,2012,46,371,Moscow,37.650326,55.735558
Institute for Systems Analysis,2013,41,451,Moscow,37.650326,55.735558
Institute for Systems Analysis,2014,71,419,Moscow,37.650326,55.735558
Institute for Systems Analysis,2015,87,492,Moscow,37.650326,55.735558
Institute for Systems Analysis,2016,68,547,Moscow,37.650326,55.735558
Institute for Systems Analysis,2017,68,551,Moscow,37.650326,55.735558
Institute for Systems Analysis,2018,79,672,Moscow,37.650326,55.735558
Institute for Systems Analysis,2019,80,736,Moscow,37.650326,55.735558
Institute for Systems Analysis,2020,79,806,Moscow,37.650326,55.735558
Institute for Systems Analysis,2021,76,879,Moscow,37.650326,55.735558
Institute for Systems Analysis,2022,50,696,Moscow,37.650326,55.735558
Institute for Systems Analysis,2023,16,468,Moscow,37.650326,55.735558
Institute for Theoretical and Experimental Physics,2012,240,6078,Moscow,37.585625,55.67678
Institute for Theoretical and Experimental Physics,2013,216,6940,Moscow,37.585625,55.67678
Institute for Theoretical and Experimental Physics,2014,249,6947,Moscow,37.585625,55.67678
Institute for Theoretical and Experimental Physics,2015,204,7999,Moscow,37.585625,55.67678
Institute for Theoretical and Experimental Physics,2016,212,8543,Moscow,37.585625,55.67678
Institute for Theoretical and Experimental Physics,2017,227,8348,Moscow,37.585625,55.67678
Institute for Theoretical and Experimental Physics,2018,231,8018,Moscow,37.585625,55.67678
Institute for Theoretical and Experimental Physics,2019,192,8928,Moscow,37.585625,55.67678
Institute for Theoretical and Experimental Physics,2020,190,9558,Moscow,37.585625,55.67678
Institute for Theoretical and Experimental Physics,2021,199,10786,Moscow,37.585625,55.67678
Institute for Theoretical and Experimental Physics,2022,117,8664,Moscow,37.585625,55.67678
Institute for Theoretical and Experimental Physics,2023,21,5417,Moscow,37.585625,55.67678
Institute for the Humanities and Information Technologies,2012,0,1,Moscow,37.80014,55.799583
Institute for the Humanities and Information Technologies,2013,3,1,Moscow,37.80014,55.799583
Institute for the Humanities and Information Technologies,2014,3,0,Moscow,37.80014,55.799583
Institute for the Humanities and Information Technologies,2015,1,0,Moscow,37.80014,55.799583
Institute for the Humanities and Information Technologies,2016,2,0,Moscow,37.80014,55.799583
Institute for the Humanities and Information Technologies,2017,15,0,Moscow,37.80014,55.799583
Institute for the Humanities and Information Technologies,2018,10,0,Moscow,37.80014,55.799583
Institute for the Humanities and Information Technologies,2019,51,12,Moscow,37.80014,55.799583
Institute for the Humanities and Information Technologies,2020,14,10,Moscow,37.80014,55.799583
Institute for the Humanities and Information Technologies,2021,6,5,Moscow,37.80014,55.799583
Institute for the Humanities and Information Technologies,2022,3,5,Moscow,37.80014,55.799583
Institute of Agrarian Problems,2012,3,20,Saratov,46.027744,51.53553
Institute of Agrarian Problems,2013,2,14,Saratov,46.027744,51.53553
Institute of Agrarian Problems,2014,3,20,Saratov,46.027744,51.53553
Institute of Agrarian Problems,2015,6,11,Saratov,46.027744,51.53553
Institute of Agrarian Problems,2016,12,12,Saratov,46.027744,51.53553
Institute of Agrarian Problems,2017,2,11,Saratov,46.027744,51.53553
Institute of Agrarian Problems,2018,18,35,Saratov,46.027744,51.53553
Institute of Agrarian Problems,2019,20,37,Saratov,46.027744,51.53553
Institute of Agrarian Problems,2020,31,62,Saratov,46.027744,51.53553
Institute of Agrarian Problems,2021,46,83,Saratov,46.027744,51.53553
Institute of Agrarian Problems,2022,39,76,Saratov,46.027744,51.53553
Institute of Agrarian Problems,2023,15,40,Saratov,46.027744,51.53553
Institute of Agroengineering and Environmental Problems of Agricultural Production,2012,0,2,Saint Petersburg,30.303053,59.906822
Institute of Agroengineering and Environmental Problems of Agricultural Production,2015,4,0,Saint Petersburg,30.303053,59.906822
Institute of Agroengineering and Environmental Problems of Agricultural Production,2016,5,1,Saint Petersburg,30.303053,59.906822
Institute of Agroengineering and Environmental Problems of Agricultural Production,2017,6,2,Saint Petersburg,30.303053,59.906822
Institute of Agroengineering and Environmental Problems of Agricultural Production,2018,12,3,Saint Petersburg,30.303053,59.906822
Institute of Agroengineering and Environmental Problems of Agricultural Production,2019,8,3,Saint Petersburg,30.303053,59.906822
Institute of Agroengineering and Environmental Problems of Agricultural Production,2020,17,20,Saint Petersburg,30.303053,59.906822
Institute of Agroengineering and Environmental Problems of Agricultural Production,2021,15,21,Saint Petersburg,30.303053,59.906822
Institute of Agroengineering and Environmental Problems of Agricultural Production,2022,12,30,Saint Petersburg,30.303053,59.906822
Institute of Agroengineering and Environmental Problems of Agricultural Production,2023,5,12,Saint Petersburg,30.303053,59.906822
Institute of Anthropology and Ethnography,2012,17,82,Moscow,37.575703,55.710606
Institute of Anthropology and Ethnography,2013,11,113,Moscow,37.575703,55.710606
Institute of Anthropology and Ethnography,2014,12,104,Moscow,37.575703,55.710606
Institute of Anthropology and Ethnography,2015,16,155,Moscow,37.575703,55.710606
Institute of Anthropology and Ethnography,2016,18,132,Moscow,37.575703,55.710606
Institute of Anthropology and Ethnography,2017,29,149,Moscow,37.575703,55.710606
Institute of Anthropology and Ethnography,2018,41,251,Moscow,37.575703,55.710606
Institute of Anthropology and Ethnography,2019,31,429,Moscow,37.575703,55.710606
Institute of Anthropology and Ethnography,2020,37,618,Moscow,37.575703,55.710606
Institute of Anthropology and Ethnography,2021,44,769,Moscow,37.575703,55.710606
Institute of Anthropology and Ethnography,2022,26,857,Moscow,37.575703,55.710606
Institute of Anthropology and Ethnography,2023,21,560,Moscow,37.575703,55.710606
Institute of Applied Astronomy,2012,56,921,Saint Petersburg,30.345005,59.949142
Institute of Applied Astronomy,2013,66,929,Saint Petersburg,30.345005,59.949142
Institute of Applied Astronomy,2014,67,1118,Saint Petersburg,30.345005,59.949142
Institute of Applied Astronomy,2015,66,1079,Saint Petersburg,30.345005,59.949142
Institute of Applied Astronomy,2016,60,1205,Saint Petersburg,30.345005,59.949142
Institute of Applied Astronomy,2017,68,1264,Saint Petersburg,30.345005,59.949142
Institute of Applied Astronomy,2018,112,2047,Saint Petersburg,30.345005,59.949142
Institute of Applied Astronomy,2019,125,1742,Saint Petersburg,30.345005,59.949142
Institute of Applied Astronomy,2020,143,1770,Saint Petersburg,30.345005,59.949142
Institute of Applied Astronomy,2021,124,1775,Saint Petersburg,30.345005,59.949142
Institute of Applied Astronomy,2022,120,1813,Saint Petersburg,30.345005,59.949142
Institute of Applied Astronomy,2023,35,1074,Saint Petersburg,30.345005,59.949142
Institute of Applied Geophysics of the Academy of Sciences,2012,18,138,Moscow,37.66577,55.83327
Institute of Applied Geophysics of the Academy of Sciences,2013,22,137,Moscow,37.66577,55.83327
Institute of Applied Geophysics of the Academy of Sciences,2014,6,146,Moscow,37.66577,55.83327
Institute of Applied Geophysics of the Academy of Sciences,2015,18,207,Moscow,37.66577,55.83327
Institute of Applied Geophysics of the Academy of Sciences,2016,16,138,Moscow,37.66577,55.83327
Institute of Applied Geophysics of the Academy of Sciences,2017,8,176,Moscow,37.66577,55.83327
Institute of Applied Geophysics of the Academy of Sciences,2018,15,181,Moscow,37.66577,55.83327
Institute of Applied Geophysics of the Academy of Sciences,2019,23,221,Moscow,37.66577,55.83327
Institute of Applied Geophysics of the Academy of Sciences,2020,22,233,Moscow,37.66577,55.83327
Institute of Applied Geophysics of the Academy of Sciences,2021,34,353,Moscow,37.66577,55.83327
Institute of Applied Geophysics of the Academy of Sciences,2022,14,298,Moscow,37.66577,55.83327
Institute of Applied Geophysics of the Academy of Sciences,2023,7,180,Moscow,37.66577,55.83327
Institute of Applied Mathematics,2012,64,857,Vladivostok,131.92635,43.19746
Institute of Applied Mathematics,2013,61,799,Vladivostok,131.92635,43.19746
Institute of Applied Mathematics,2014,75,929,Vladivostok,131.92635,43.19746
Institute of Applied Mathematics,2015,71,922,Vladivostok,131.92635,43.19746
Institute of Applied Mathematics,2016,108,920,Vladivostok,131.92635,43.19746
Institute of Applied Mathematics,2017,98,946,Vladivostok,131.92635,43.19746
Institute of Applied Mathematics,2018,87,1062,Vladivostok,131.92635,43.19746
Institute of Applied Mathematics,2019,139,1146,Vladivostok,131.92635,43.19746
Institute of Applied Mathematics,2020,134,1273,Vladivostok,131.92635,43.19746
Institute of Applied Mathematics,2021,138,1416,Vladivostok,131.92635,43.19746
Institute of Applied Mathematics,2022,87,1192,Vladivostok,131.92635,43.19746
Institute of Applied Mathematics,2023,59,728,Vladivostok,131.92635,43.19746
Institute of Applied Mechanics,2012,62,313,Moscow,37.575947,55.779667
Institute of Applied Mechanics,2013,57,381,Moscow,37.575947,55.779667
Institute of Applied Mechanics,2014,59,380,Moscow,37.575947,55.779667
Institute of Applied Mechanics,2015,70,358,Moscow,37.575947,55.779667
Institute of Applied Mechanics,2016,77,417,Moscow,37.575947,55.779667
Institute of Applied Mechanics,2017,85,426,Moscow,37.575947,55.779667
Institute of Applied Mechanics,2018,115,518,Moscow,37.575947,55.779667
Institute of Applied Mechanics,2019,123,675,Moscow,37.575947,55.779667
Institute of Applied Mechanics,2020,100,744,Moscow,37.575947,55.779667
Institute of Applied Mechanics,2021,101,807,Moscow,37.575947,55.779667
Institute of Applied Mechanics,2022,57,824,Moscow,37.575947,55.779667
Institute of Applied Mechanics,2023,32,567,Moscow,37.575947,55.779667
Institute of Applied Physics,2012,283,3586,Nizhny Novgorod,44.022213,56.323532
Institute of Applied Physics,2012,13,206,Novosibirsk,83.10504,54.872536
Institute of Applied Physics,2013,247,3721,Nizhny Novgorod,44.022213,56.323532
Institute of Applied Physics,2013,18,224,Novosibirsk,83.10504,54.872536
Institute of Applied Physics,2014,252,3853,Nizhny Novgorod,44.022213,56.323532
Institute of Applied Physics,2014,14,201,Novosibirsk,83.10504,54.872536
Institute of Applied Physics,2015,351,4681,Nizhny Novgorod,44.022213,56.323532
Institute of Applied Physics,2015,9,189,Novosibirsk,83.10504,54.872536
Institute of Applied Physics,2016,399,5734,Nizhny Novgorod,44.022213,56.323532
Institute of Applied Physics,2016,12,205,Novosibirsk,83.10504,54.872536
Institute of Applied Physics,2017,478,6221,Nizhny Novgorod,44.022213,56.323532
Institute of Applied Physics,2017,17,197,Novosibirsk,83.10504,54.872536
Institute of Applied Physics,2018,521,6600,Nizhny Novgorod,44.022213,56.323532
Institute of Applied Physics,2018,25,222,Novosibirsk,83.10504,54.872536
Institute of Applied Physics,2019,519,7351,Nizhny Novgorod,44.022213,56.323532
Institute of Applied Physics,2019,14,225,Novosibirsk,83.10504,54.872536
Institute of Applied Physics,2020,578,9480,Nizhny Novgorod,44.022213,56.323532
Institute of Applied Physics,2020,17,211,Novosibirsk,83.10504,54.872536
Institute of Applied Physics,2021,575,11072,Nizhny Novgorod,44.022213,56.323532
Institute of Applied Physics,2021,8,272,Novosibirsk,83.10504,54.872536
Institute of Applied Physics,2022,507,10570,Nizhny Novgorod,44.022213,56.323532
Institute of Applied Physics,2022,0,276,Novosibirsk,83.10504,54.872536
Institute of Applied Physics,2023,239,5849,Nizhny Novgorod,44.022213,56.323532
Institute of Applied Physics,2023,0,162,Novosibirsk,83.10504,54.872536
Institute of Archaeology,2012,28,293,Moscow,37.572598,55.688927
Institute of Archaeology,2013,36,378,Moscow,37.572598,55.688927
Institute of Archaeology,2014,49,370,Moscow,37.572598,55.688927
Institute of Archaeology,2015,79,386,Moscow,37.572598,55.688927
Institute of Archaeology,2016,93,438,Moscow,37.572598,55.688927
Institute of Archaeology,2017,33,516,Moscow,37.572598,55.688927
Institute of Archaeology,2018,39,590,Moscow,37.572598,55.688927
Institute of Archaeology,2019,45,628,Moscow,37.572598,55.688927
Institute of Archaeology,2020,87,757,Moscow,37.572598,55.688927
Institute of Archaeology,2021,81,1080,Moscow,37.572598,55.688927
Institute of Archaeology,2022,59,1145,Moscow,37.572598,55.688927
Institute of Archaeology,2023,32,692,Moscow,37.572598,55.688927
Institute of Archaeology and Ethnography,2012,25,435,Novosibirsk,83.112175,54.841045
Institute of Archaeology and Ethnography,2013,35,672,Novosibirsk,83.112175,54.841045
Institute of Archaeology and Ethnography,2014,42,837,Novosibirsk,83.112175,54.841045
Institute of Archaeology and Ethnography,2015,39,960,Novosibirsk,83.112175,54.841045
Institute of Archaeology and Ethnography,2016,58,1150,Novosibirsk,83.112175,54.841045
Institute of Archaeology and Ethnography,2017,52,1452,Novosibirsk,83.112175,54.841045
Institute of Archaeology and Ethnography,2018,77,1657,Novosibirsk,83.112175,54.841045
Institute of Archaeology and Ethnography,2019,69,1772,Novosibirsk,83.112175,54.841045
Institute of Archaeology and Ethnography,2020,113,2213,Novosibirsk,83.112175,54.841045
Institute of Archaeology and Ethnography,2021,136,2760,Novosibirsk,83.112175,54.841045
Institute of Archaeology and Ethnography,2022,117,2500,Novosibirsk,83.112175,54.841045
Institute of Archaeology and Ethnography,2023,77,1562,Novosibirsk,83.112175,54.841045
Institute of Art Restoration,2014,0,2,Moscow,37.773262,55.787025
Institute of Art Restoration,2017,1,0,Moscow,37.773262,55.787025
Institute of Art Restoration,2018,1,0,Moscow,37.773262,55.787025
Institute of Art Restoration,2020,1,0,Moscow,37.773262,55.787025
Institute of Art Restoration,2021,16,0,Moscow,37.773262,55.787025
Institute of Art Restoration,2022,5,1,Moscow,37.773262,55.787025
Institute of Art Restoration,2023,1,4,Moscow,37.773262,55.787025
Institute of Astronomy,2012,229,12346,Moscow,37.628197,55.73805
