region_shp,year,type,works_count,cited_by_count,inst_count
Chukot,2020,facility,NA,NA,NA
Chukot,2020,government,NA,NA,NA
Chukot,2020,healthcare,NA,NA,NA
Chukot,2020,nonprofit,NA,NA,NA
Chukot,2020,other,NA,NA,NA
Chukot,2020,NA,NA,NA,NA
Chukot,2021,archive,NA,NA,NA
Chukot,2021,company,NA,NA,NA
Chukot,2021,education,NA,NA,NA
Chukot,2021,facility,NA,NA,NA
Chukot,2021,government,NA,NA,NA
Chukot,2021,healthcare,NA,NA,NA
Chukot,2021,nonprofit,NA,NA,NA
Chukot,2021,other,NA,NA,NA
Chukot,2021,NA,NA,NA,NA
Chukot,2022,archive,NA,NA,NA
Chukot,2022,company,NA,NA,NA
Chukot,2022,education,NA,NA,NA
Chukot,2022,facility,NA,NA,NA
Chukot,2022,government,NA,NA,NA
Chukot,2022,healthcare,NA,NA,NA
Chukot,2022,nonprofit,NA,NA,NA
Chukot,2022,other,NA,NA,NA
Chukot,2022,NA,NA,NA,NA
Chukot,2023,archive,NA,NA,NA
Chukot,2023,company,NA,NA,NA
Chukot,2023,education,NA,NA,NA
Chukot,2023,facility,NA,NA,NA
Chukot,2023,government,NA,NA,NA
Chukot,2023,healthcare,NA,NA,NA
Chukot,2023,nonprofit,NA,NA,NA
Chukot,2023,other,NA,NA,NA
Chukot,2023,NA,NA,NA,NA
Chukot,2024,archive,NA,NA,NA
Chukot,2024,company,NA,NA,NA
Chukot,2024,education,NA,NA,NA
Chukot,2024,facility,NA,NA,NA
Chukot,2024,government,NA,NA,NA
Chukot,2024,healthcare,NA,NA,NA
Chukot,2024,nonprofit,NA,NA,NA
Chukot,2024,other,NA,NA,NA
Chukot,2024,NA,NA,NA,NA
Chukot,NA,archive,NA,NA,NA
Chukot,NA,company,NA,NA,NA
Chukot,NA,education,NA,NA,NA
Chukot,NA,facility,NA,NA,NA
Chukot,NA,government,NA,NA,NA
Chukot,NA,healthcare,NA,NA,NA
Chukot,NA,nonprofit,NA,NA,NA
Chukot,NA,other,NA,NA,NA
Chukot,NA,NA,0,0,1
Chuvash,2012,archive,NA,NA,NA
Chuvash,2012,company,NA,NA,NA
Chuvash,2012,education,65,182,3
Chuvash,2012,facility,2,0,1
Chuvash,2012,government,NA,NA,NA
Chuvash,2012,healthcare,NA,NA,NA
Chuvash,2012,nonprofit,NA,NA,NA
Chuvash,2012,other,NA,NA,NA
Chuvash,2012,NA,NA,NA,NA
Chuvash,2013,archive,NA,NA,NA
Chuvash,2013,company,NA,NA,NA
Chuvash,2013,education,66,247,3
Chuvash,2013,facility,NA,NA,NA
Chuvash,2013,government,NA,NA,NA
Chuvash,2013,healthcare,NA,NA,NA
Chuvash,2013,nonprofit,NA,NA,NA
Chuvash,2013,other,NA,NA,NA
Chuvash,2013,NA,NA,NA,NA
Chuvash,2014,archive,NA,NA,NA
Chuvash,2014,company,NA,NA,NA
Chuvash,2014,education,76,230,3
Chuvash,2014,facility,2,0,1
Chuvash,2014,government,NA,NA,NA
Chuvash,2014,healthcare,NA,NA,NA
Chuvash,2014,nonprofit,NA,NA,NA
Chuvash,2014,other,NA,NA,NA
Chuvash,2014,NA,NA,NA,NA
Chuvash,2015,archive,NA,NA,NA
Chuvash,2015,company,NA,NA,NA
Chuvash,2015,education,125,381,3
Chuvash,2015,facility,1,0,1
Chuvash,2015,government,NA,NA,NA
Chuvash,2015,healthcare,NA,NA,NA
Chuvash,2015,nonprofit,NA,NA,NA
Chuvash,2015,other,NA,NA,NA
Chuvash,2015,NA,NA,NA,NA
Chuvash,2016,archive,NA,NA,NA
Chuvash,2016,company,NA,NA,NA
Chuvash,2016,education,149,487,3
Chuvash,2016,facility,2,0,1
Chuvash,2016,government,NA,NA,NA
Chuvash,2016,healthcare,NA,NA,NA
Chuvash,2016,nonprofit,NA,NA,NA
Chuvash,2016,other,NA,NA,NA
Chuvash,2016,NA,NA,NA,NA
Chuvash,2017,archive,NA,NA,NA
Chuvash,2017,company,NA,NA,NA
Chuvash,2017,education,168,482,3
Chuvash,2017,facility,2,0,1
Chuvash,2017,government,NA,NA,NA
Chuvash,2017,healthcare,NA,NA,NA
Chuvash,2017,nonprofit,NA,NA,NA
Chuvash,2017,other,NA,NA,NA
Chuvash,2017,NA,NA,NA,NA
Chuvash,2018,archive,NA,NA,NA
Chuvash,2018,company,NA,NA,NA
Chuvash,2018,education,285,520,3
Chuvash,2018,facility,2,1,1
Chuvash,2018,government,NA,NA,NA
Chuvash,2018,healthcare,NA,NA,NA
Chuvash,2018,nonprofit,NA,NA,NA
Chuvash,2018,other,NA,NA,NA
Chuvash,2018,NA,NA,NA,NA
Chuvash,2019,archive,NA,NA,NA
Chuvash,2019,company,NA,NA,NA
Chuvash,2019,education,393,659,3
Chuvash,2019,facility,1,4,1
Chuvash,2019,government,NA,NA,NA
Chuvash,2019,healthcare,NA,NA,NA
Chuvash,2019,nonprofit,NA,NA,NA
Chuvash,2019,other,NA,NA,NA
Chuvash,2019,NA,NA,NA,NA
Chuvash,2020,archive,NA,NA,NA
Chuvash,2020,company,NA,NA,NA
Chuvash,2020,education,611,926,3
Chuvash,2020,facility,1,6,1
Chuvash,2020,government,NA,NA,NA
Chuvash,2020,healthcare,NA,NA,NA
Chuvash,2020,nonprofit,NA,NA,NA
Chuvash,2020,other,NA,NA,NA
Chuvash,2020,NA,NA,NA,NA
Chuvash,2021,archive,NA,NA,NA
Chuvash,2021,company,NA,NA,NA
Chuvash,2021,education,762,1254,3
Chuvash,2021,facility,1,4,1
Chuvash,2021,government,NA,NA,NA
Chuvash,2021,healthcare,NA,NA,NA
Chuvash,2021,nonprofit,NA,NA,NA
Chuvash,2021,other,NA,NA,NA
Chuvash,2021,NA,NA,NA,NA
Chuvash,2022,archive,NA,NA,NA
Chuvash,2022,company,NA,NA,NA
Chuvash,2022,education,603,1343,3
Chuvash,2022,facility,2,2,1
Chuvash,2022,government,NA,NA,NA
Chuvash,2022,healthcare,NA,NA,NA
Chuvash,2022,nonprofit,NA,NA,NA
Chuvash,2022,other,NA,NA,NA
Chuvash,2022,NA,NA,NA,NA
Chuvash,2023,archive,NA,NA,NA
Chuvash,2023,company,NA,NA,NA
Chuvash,2023,education,473,1513,3
Chuvash,2023,facility,5,7,1
Chuvash,2023,government,NA,NA,NA
Chuvash,2023,healthcare,NA,NA,NA
Chuvash,2023,nonprofit,NA,NA,NA
Chuvash,2023,other,NA,NA,NA
Chuvash,2023,NA,NA,NA,NA
Chuvash,2024,archive,NA,NA,NA
Chuvash,2024,company,NA,NA,NA
Chuvash,2024,education,87,508,3
Chuvash,2024,facility,NA,NA,NA
Chuvash,2024,government,NA,NA,NA
Chuvash,2024,healthcare,NA,NA,NA
Chuvash,2024,nonprofit,NA,NA,NA
Chuvash,2024,other,NA,NA,NA
Chuvash,2024,NA,NA,NA,NA
Chuvash,NA,archive,NA,NA,NA
Chuvash,NA,company,NA,NA,NA
Chuvash,NA,education,NA,NA,NA
Chuvash,NA,facility,NA,NA,NA
Chuvash,NA,government,NA,NA,NA
Chuvash,NA,healthcare,NA,NA,NA
Chuvash,NA,nonprofit,NA,NA,NA
Chuvash,NA,other,NA,NA,NA
Chuvash,NA,NA,NA,NA,NA
City of St. Petersburg,2012,archive,289,3378,5
City of St. Petersburg,2012,company,44,571,11
City of St. Petersburg,2012,education,3457,26324,62
City of St. Petersburg,2012,facility,2766,30004,72
City of St. Petersburg,2012,government,16,59,3
City of St. Petersburg,2012,healthcare,112,2527,15
City of St. Petersburg,2012,nonprofit,47,946,3
City of St. Petersburg,2012,other,6,18,2
City of St. Petersburg,2012,NA,NA,NA,NA
City of St. Petersburg,2013,archive,358,3844,5
City of St. Petersburg,2013,company,60,588,11
City of St. Petersburg,2013,education,4291,31314,65
City of St. Petersburg,2013,facility,3034,33810,74
City of St. Petersburg,2013,government,18,76,3
City of St. Petersburg,2013,healthcare,129,3408,15
City of St. Petersburg,2013,nonprofit,28,813,3
City of St. Petersburg,2013,other,6,26,2
City of St. Petersburg,2013,NA,NA,NA,NA
City of St. Petersburg,2014,archive,327,4349,5
City of St. Petersburg,2014,company,77,583,11
City of St. Petersburg,2014,education,6024,36020,66
City of St. Petersburg,2014,facility,3261,36083,76
City of St. Petersburg,2014,government,21,65,3
City of St. Petersburg,2014,healthcare,193,3836,16
City of St. Petersburg,2014,nonprofit,73,1001,3
City of St. Petersburg,2014,other,8,10,2
City of St. Petersburg,2014,NA,NA,NA,NA
City of St. Petersburg,2015,archive,424,5263,5
City of St. Petersburg,2015,company,89,741,10
City of St. Petersburg,2015,education,8794,46433,67
City of St. Petersburg,2015,facility,3995,40570,77
City of St. Petersburg,2015,government,24,91,3
City of St. Petersburg,2015,healthcare,261,4432,18
City of St. Petersburg,2015,nonprofit,49,1069,4
City of St. Petersburg,2015,other,3,15,2
City of St. Petersburg,2015,NA,NA,NA,NA
City of St. Petersburg,2016,archive,366,5378,5
City of St. Petersburg,2016,company,122,788,10
City of St. Petersburg,2016,education,10750,55541,67
City of St. Petersburg,2016,facility,4361,44112,74
City of St. Petersburg,2016,government,34,84,3
City of St. Petersburg,2016,healthcare,307,4882,18
City of St. Petersburg,2016,nonprofit,65,1002,4
City of St. Petersburg,2016,other,9,18,2
City of St. Petersburg,2016,NA,NA,NA,NA
City of St. Petersburg,2017,archive,438,6140,5
City of St. Petersburg,2017,company,125,843,11
City of St. Petersburg,2017,education,12440,68691,69
City of St. Petersburg,2017,facility,4699,49217,73
City of St. Petersburg,2017,government,43,122,3
City of St. Petersburg,2017,healthcare,377,5280,19
City of St. Petersburg,2017,nonprofit,75,1055,4
City of St. Petersburg,2017,other,4,26,2
City of St. Petersburg,2017,NA,NA,NA,NA
City of St. Petersburg,2018,archive,470,6731,5
City of St. Petersburg,2018,company,172,906,11
City of St. Petersburg,2018,education,14560,84155,72
City of St. Petersburg,2018,facility,5780,57618,76
City of St. Petersburg,2018,government,40,158,3
City of St. Petersburg,2018,healthcare,443,5608,18
City of St. Petersburg,2018,nonprofit,216,1130,4
City of St. Petersburg,2018,other,13,32,2
City of St. Petersburg,2018,NA,NA,NA,NA
City of St. Petersburg,2019,archive,593,9477,5
City of St. Petersburg,2019,company,163,1044,11
City of St. Petersburg,2019,education,17968,108931,72
City of St. Petersburg,2019,facility,6986,68657,74
City of St. Petersburg,2019,government,46,276,3
City of St. Petersburg,2019,healthcare,604,6650,18
City of St. Petersburg,2019,nonprofit,143,1433,4
City of St. Petersburg,2019,other,18,44,2
City of St. Petersburg,2019,NA,NA,NA,NA
City of St. Petersburg,2020,archive,662,12310,5
City of St. Petersburg,2020,company,165,1215,12
City of St. Petersburg,2020,education,21003,137923,69
City of St. Petersburg,2020,facility,7614,81589,75
City of St. Petersburg,2020,government,66,327,3
City of St. Petersburg,2020,healthcare,720,8220,20
City of St. Petersburg,2020,nonprofit,195,1830,4
City of St. Petersburg,2020,other,13,44,2
City of St. Petersburg,2020,NA,NA,NA,NA
City of St. Petersburg,2021,archive,717,13125,5
City of St. Petersburg,2021,company,203,1536,12
City of St. Petersburg,2021,education,21468,163845,72
City of St. Petersburg,2021,facility,7745,93406,76
City of St. Petersburg,2021,government,79,348,3
City of St. Petersburg,2021,healthcare,717,10846,19
City of St. Petersburg,2021,nonprofit,219,2520,4
City of St. Petersburg,2021,other,12,101,2
City of St. Petersburg,2021,NA,NA,NA,NA
City of St. Petersburg,2022,archive,764,14088,5
City of St. Petersburg,2022,company,127,1562,12
City of St. Petersburg,2022,education,19683,174419,72
City of St. Petersburg,2022,facility,7516,97285,75
City of St. Petersburg,2022,government,72,327,3
City of St. Petersburg,2022,healthcare,716,11950,19
City of St. Petersburg,2022,nonprofit,195,2796,4
City of St. Petersburg,2022,other,7,65,2
City of St. Petersburg,2022,NA,NA,NA,NA
City of St. Petersburg,2023,archive,606,15981,5
City of St. Petersburg,2023,company,111,1546,12
City of St. Petersburg,2023,education,16263,190047,72
City of St. Petersburg,2023,facility,6831,104225,75
City of St. Petersburg,2023,government,50,407,3
City of St. Petersburg,2023,healthcare,622,12405,19
City of St. Petersburg,2023,nonprofit,204,3035,4
City of St. Petersburg,2023,other,5,59,2
City of St. Petersburg,2023,NA,NA,NA,NA
City of St. Petersburg,2024,archive,178,5245,5
City of St. Petersburg,2024,company,27,609,11
City of St. Petersburg,2024,education,4844,81935,67
City of St. Petersburg,2024,facility,1796,43088,72
City of St. Petersburg,2024,government,11,131,3
City of St. Petersburg,2024,healthcare,231,5685,18
City of St. Petersburg,2024,nonprofit,58,1399,4
City of St. Petersburg,2024,other,1,14,1
City of St. Petersburg,2024,NA,NA,NA,NA
City of St. Petersburg,NA,archive,NA,NA,NA
City of St. Petersburg,NA,company,NA,NA,NA
City of St. Petersburg,NA,education,NA,NA,NA
City of St. Petersburg,NA,facility,NA,NA,NA
City of St. Petersburg,NA,government,NA,NA,NA
City of St. Petersburg,NA,healthcare,NA,NA,NA
City of St. Petersburg,NA,nonprofit,NA,NA,NA
City of St. Petersburg,NA,other,NA,NA,NA
City of St. Petersburg,NA,NA,NA,NA,NA
Dagestan,2012,archive,NA,NA,NA
Dagestan,2012,company,NA,NA,NA
Dagestan,2012,education,48,119,5
Dagestan,2012,facility,85,501,2
Dagestan,2012,government,NA,NA,NA
Dagestan,2012,healthcare,5,24,2
Dagestan,2012,nonprofit,NA,NA,NA
Dagestan,2012,other,NA,NA,NA
Dagestan,2012,NA,NA,NA,NA
Dagestan,2013,archive,NA,NA,NA
Dagestan,2013,company,NA,NA,NA
Dagestan,2013,education,43,110,3
Dagestan,2013,facility,96,689,3
Dagestan,2013,government,NA,NA,NA
Dagestan,2013,healthcare,3,15,2
Dagestan,2013,nonprofit,NA,NA,NA
Dagestan,2013,other,NA,NA,NA
Dagestan,2013,NA,NA,NA,NA
Dagestan,2014,archive,NA,NA,NA
Dagestan,2014,company,NA,NA,NA
Dagestan,2014,education,50,169,5
Dagestan,2014,facility,86,682,3
Dagestan,2014,government,NA,NA,NA
Dagestan,2014,healthcare,9,28,2
Dagestan,2014,nonprofit,NA,NA,NA
Dagestan,2014,other,NA,NA,NA
Dagestan,2014,NA,NA,NA,NA
Dagestan,2015,archive,NA,NA,NA
Dagestan,2015,company,NA,NA,NA
Dagestan,2015,education,95,164,5
Dagestan,2015,facility,98,656,2
Dagestan,2015,government,NA,NA,NA
Dagestan,2015,healthcare,18,20,2
Dagestan,2015,nonprofit,NA,NA,NA
Dagestan,2015,other,NA,NA,NA
Dagestan,2015,NA,NA,NA,NA
Dagestan,2016,archive,NA,NA,NA
Dagestan,2016,company,NA,NA,NA
Dagestan,2016,education,98,215,4
Dagestan,2016,facility,124,681,3
Dagestan,2016,government,NA,NA,NA
Dagestan,2016,healthcare,27,24,2
Dagestan,2016,nonprofit,NA,NA,NA
Dagestan,2016,other,NA,NA,NA
Dagestan,2016,NA,NA,NA,NA
Dagestan,2017,archive,NA,NA,NA
Dagestan,2017,company,NA,NA,NA
Dagestan,2017,education,173,271,5
Dagestan,2017,facility,133,846,2
Dagestan,2017,government,NA,NA,NA
Dagestan,2017,healthcare,27,22,2
Dagestan,2017,nonprofit,NA,NA,NA
Dagestan,2017,other,NA,NA,NA
Dagestan,2017,NA,NA,NA,NA
Dagestan,2018,archive,NA,NA,NA
Dagestan,2018,company,NA,NA,NA
Dagestan,2018,education,253,330,4
Dagestan,2018,facility,211,990,4
Dagestan,2018,government,NA,NA,NA
Dagestan,2018,healthcare,41,29,2
Dagestan,2018,nonprofit,NA,NA,NA
Dagestan,2018,other,NA,NA,NA
Dagestan,2018,NA,NA,NA,NA
Dagestan,2019,archive,NA,NA,NA
Dagestan,2019,company,NA,NA,NA
Dagestan,2019,education,285,638,5
Dagestan,2019,facility,223,1290,4
Dagestan,2019,government,NA,NA,NA
Dagestan,2019,healthcare,69,48,2
Dagestan,2019,nonprofit,NA,NA,NA
Dagestan,2019,other,NA,NA,NA
Dagestan,2019,NA,NA,NA,NA
Dagestan,2020,archive,NA,NA,NA
Dagestan,2020,company,NA,NA,NA
Dagestan,2020,education,384,912,5
Dagestan,2020,facility,194,1581,3
Dagestan,2020,government,NA,NA,NA
Dagestan,2020,healthcare,96,88,2
Dagestan,2020,nonprofit,NA,NA,NA
Dagestan,2020,other,NA,NA,NA
Dagestan,2020,NA,NA,NA,NA
Dagestan,2021,archive,NA,NA,NA
Dagestan,2021,company,NA,NA,NA
Dagestan,2021,education,728,1216,5
Dagestan,2021,facility,211,1554,2
Dagestan,2021,government,NA,NA,NA
Dagestan,2021,healthcare,122,151,2
Dagestan,2021,nonprofit,NA,NA,NA
Dagestan,2021,other,NA,NA,NA
Dagestan,2021,NA,NA,NA,NA
Dagestan,2022,archive,NA,NA,NA
Dagestan,2022,company,NA,NA,NA
Dagestan,2022,education,727,1645,5
Dagestan,2022,facility,230,1789,3
Dagestan,2022,government,NA,NA,NA
Dagestan,2022,healthcare,115,244,2
Dagestan,2022,nonprofit,NA,NA,NA
Dagestan,2022,other,NA,NA,NA
Dagestan,2022,NA,NA,NA,NA
Dagestan,2023,archive,NA,NA,NA
Dagestan,2023,company,NA,NA,NA
Dagestan,2023,education,472,1584,5
Dagestan,2023,facility,158,1802,4
Dagestan,2023,government,NA,NA,NA
Dagestan,2023,healthcare,111,293,2
Dagestan,2023,nonprofit,NA,NA,NA
Dagestan,2023,other,NA,NA,NA
Dagestan,2023,NA,NA,NA,NA
Dagestan,2024,archive,NA,NA,NA
Dagestan,2024,company,NA,NA,NA
Dagestan,2024,education,81,671,5
Dagestan,2024,facility,41,785,3
Dagestan,2024,government,NA,NA,NA
Dagestan,2024,healthcare,26,134,2
Dagestan,2024,nonprofit,NA,NA,NA
Dagestan,2024,other,NA,NA,NA
Dagestan,2024,NA,NA,NA,NA
Dagestan,NA,archive,NA,NA,NA
Dagestan,NA,company,NA,NA,NA
Dagestan,NA,education,NA,NA,NA
Dagestan,NA,facility,NA,NA,NA
Dagestan,NA,government,NA,NA,NA
Dagestan,NA,healthcare,NA,NA,NA
Dagestan,NA,nonprofit,NA,NA,NA
Dagestan,NA,other,NA,NA,NA
Dagestan,NA,NA,NA,NA,NA
Gorno-Altay,2012,archive,NA,NA,NA
Gorno-Altay,2012,company,NA,NA,NA
Gorno-Altay,2012,education,21,149,1
Gorno-Altay,2012,facility,NA,NA,NA
Gorno-Altay,2012,government,NA,NA,NA
Gorno-Altay,2012,healthcare,NA,NA,NA
Gorno-Altay,2012,nonprofit,NA,NA,NA
Gorno-Altay,2012,other,7,73,1
Gorno-Altay,2012,NA,NA,NA,NA
Gorno-Altay,2013,archive,NA,NA,NA
Gorno-Altay,2013,company,NA,NA,NA
Gorno-Altay,2013,education,16,172,1
Gorno-Altay,2013,facility,NA,NA,NA
Gorno-Altay,2013,government,NA,NA,NA
Gorno-Altay,2013,healthcare,NA,NA,NA
Gorno-Altay,2013,nonprofit,NA,NA,NA
Gorno-Altay,2013,other,21,64,1
Gorno-Altay,2013,NA,NA,NA,NA
Gorno-Altay,2014,archive,NA,NA,NA
Gorno-Altay,2014,company,NA,NA,NA
Gorno-Altay,2014,education,18,190,1
Gorno-Altay,2014,facility,NA,NA,NA
Gorno-Altay,2014,government,NA,NA,NA
Gorno-Altay,2014,healthcare,NA,NA,NA
Gorno-Altay,2014,nonprofit,NA,NA,NA
Gorno-Altay,2014,other,21,103,1
Gorno-Altay,2014,NA,NA,NA,NA
Gorno-Altay,2015,archive,NA,NA,NA
Gorno-Altay,2015,company,NA,NA,NA
Gorno-Altay,2015,education,20,229,1
Gorno-Altay,2015,facility,NA,NA,NA
Gorno-Altay,2015,government,NA,NA,NA
Gorno-Altay,2015,healthcare,NA,NA,NA
Gorno-Altay,2015,nonprofit,NA,NA,NA
Gorno-Altay,2015,other,38,134,1
Gorno-Altay,2015,NA,NA,NA,NA
Gorno-Altay,2016,archive,NA,NA,NA
Gorno-Altay,2016,company,NA,NA,NA
Gorno-Altay,2016,education,19,322,1
Gorno-Altay,2016,facility,NA,NA,NA
Gorno-Altay,2016,government,NA,NA,NA
Gorno-Altay,2016,healthcare,NA,NA,NA
Gorno-Altay,2016,nonprofit,NA,NA,NA
Gorno-Altay,2016,other,29,196,1
Gorno-Altay,2016,NA,NA,NA,NA
Gorno-Altay,2017,archive,NA,NA,NA
Gorno-Altay,2017,company,NA,NA,NA
Gorno-Altay,2017,education,33,311,1
Gorno-Altay,2017,facility,NA,NA,NA
Gorno-Altay,2017,government,NA,NA,NA
Gorno-Altay,2017,healthcare,NA,NA,NA
Gorno-Altay,2017,nonprofit,NA,NA,NA
Gorno-Altay,2017,other,20,219,1
Gorno-Altay,2017,NA,NA,NA,NA
Gorno-Altay,2018,archive,NA,NA,NA
Gorno-Altay,2018,company,NA,NA,NA
Gorno-Altay,2018,education,40,409,1
Gorno-Altay,2018,facility,NA,NA,NA
Gorno-Altay,2018,government,NA,NA,NA
Gorno-Altay,2018,healthcare,NA,NA,NA
Gorno-Altay,2018,nonprofit,NA,NA,NA
Gorno-Altay,2018,other,32,297,1
Gorno-Altay,2018,NA,NA,NA,NA
Gorno-Altay,2019,archive,NA,NA,NA
Gorno-Altay,2019,company,NA,NA,NA
Gorno-Altay,2019,education,62,414,1
Gorno-Altay,2019,facility,NA,NA,NA
Gorno-Altay,2019,government,NA,NA,NA
Gorno-Altay,2019,healthcare,NA,NA,NA
Gorno-Altay,2019,nonprofit,NA,NA,NA
Gorno-Altay,2019,other,38,326,1
Gorno-Altay,2019,NA,NA,NA,NA
Gorno-Altay,2020,archive,NA,NA,NA
Gorno-Altay,2020,company,NA,NA,NA
Gorno-Altay,2020,education,87,470,1
Gorno-Altay,2020,facility,NA,NA,NA
Gorno-Altay,2020,government,NA,NA,NA
Gorno-Altay,2020,healthcare,NA,NA,NA
Gorno-Altay,2020,nonprofit,NA,NA,NA
Gorno-Altay,2020,other,59,449,1
Gorno-Altay,2020,NA,NA,NA,NA
Gorno-Altay,2021,archive,NA,NA,NA
Gorno-Altay,2021,company,NA,NA,NA
Gorno-Altay,2021,education,109,475,1
Gorno-Altay,2021,facility,NA,NA,NA
Gorno-Altay,2021,government,NA,NA,NA
Gorno-Altay,2021,healthcare,NA,NA,NA
Gorno-Altay,2021,nonprofit,NA,NA,NA
Gorno-Altay,2021,other,43,511,1
Gorno-Altay,2021,NA,NA,NA,NA
Gorno-Altay,2022,archive,NA,NA,NA
Gorno-Altay,2022,company,NA,NA,NA
Gorno-Altay,2022,education,105,481,1
Gorno-Altay,2022,facility,NA,NA,NA
Gorno-Altay,2022,government,NA,NA,NA
Gorno-Altay,2022,healthcare,NA,NA,NA
Gorno-Altay,2022,nonprofit,NA,NA,NA
Gorno-Altay,2022,other,35,592,1
Gorno-Altay,2022,NA,NA,NA,NA
Gorno-Altay,2023,archive,NA,NA,NA
Gorno-Altay,2023,company,NA,NA,NA
Gorno-Altay,2023,education,49,429,1
Gorno-Altay,2023,facility,NA,NA,NA
Gorno-Altay,2023,government,NA,NA,NA
Gorno-Altay,2023,healthcare,NA,NA,NA
Gorno-Altay,2023,nonprofit,NA,NA,NA
Gorno-Altay,2023,other,31,682,1
Gorno-Altay,2023,NA,NA,NA,NA
Gorno-Altay,2024,archive,NA,NA,NA
Gorno-Altay,2024,company,NA,NA,NA
Gorno-Altay,2024,education,14,186,1
Gorno-Altay,2024,facility,NA,NA,NA
Gorno-Altay,2024,government,NA,NA,NA
Gorno-Altay,2024,healthcare,NA,NA,NA
Gorno-Altay,2024,nonprofit,NA,NA,NA
Gorno-Altay,2024,other,16,192,1
Gorno-Altay,2024,NA,NA,NA,NA
Gorno-Altay,NA,archive,NA,NA,NA
Gorno-Altay,NA,company,NA,NA,NA
Gorno-Altay,NA,education,NA,NA,NA
Gorno-Altay,NA,facility,NA,NA,NA
Gorno-Altay,NA,government,NA,NA,NA
Gorno-Altay,NA,healthcare,NA,NA,NA
Gorno-Altay,NA,nonprofit,NA,NA,NA
Gorno-Altay,NA,other,NA,NA,NA
Gorno-Altay,NA,NA,NA,NA,NA
Ingush,2012,archive,NA,NA,NA
Ingush,2012,company,NA,NA,NA
Ingush,2012,education,3,3,1
Ingush,2012,facility,NA,NA,NA
Ingush,2012,government,NA,NA,NA
Ingush,2012,healthcare,NA,NA,NA
Ingush,2012,nonprofit,NA,NA,NA
Ingush,2012,other,NA,NA,NA
Ingush,2012,NA,NA,NA,NA
Ingush,2013,archive,NA,NA,NA
Ingush,2013,company,NA,NA,NA
Ingush,2013,education,1,3,1
Ingush,2013,facility,NA,NA,NA
Ingush,2013,government,NA,NA,NA
Ingush,2013,healthcare,NA,NA,NA
Ingush,2013,nonprofit,NA,NA,NA
Ingush,2013,other,NA,NA,NA
Ingush,2013,NA,NA,NA,NA
Ingush,2014,archive,NA,NA,NA
Ingush,2014,company,NA,NA,NA
Ingush,2014,education,3,3,1
Ingush,2014,facility,NA,NA,NA
Ingush,2014,government,NA,NA,NA
Ingush,2014,healthcare,NA,NA,NA
Ingush,2014,nonprofit,NA,NA,NA
Ingush,2014,other,NA,NA,NA
Ingush,2014,NA,NA,NA,NA
Ingush,2015,archive,NA,NA,NA
Ingush,2015,company,NA,NA,NA
Ingush,2015,education,5,2,1
Ingush,2015,facility,NA,NA,NA
Ingush,2015,government,NA,NA,NA
Ingush,2015,healthcare,NA,NA,NA
Ingush,2015,nonprofit,NA,NA,NA
Ingush,2015,other,NA,NA,NA
Ingush,2015,NA,NA,NA,NA
Ingush,2016,archive,NA,NA,NA
Ingush,2016,company,NA,NA,NA
Ingush,2016,education,8,3,1
Ingush,2016,facility,NA,NA,NA
Ingush,2016,government,NA,NA,NA
Ingush,2016,healthcare,NA,NA,NA
Ingush,2016,nonprofit,NA,NA,NA
Ingush,2016,other,NA,NA,NA
Ingush,2016,NA,NA,NA,NA
Ingush,2017,archive,NA,NA,NA
Ingush,2017,company,NA,NA,NA
Ingush,2017,education,2,9,1
Ingush,2017,facility,NA,NA,NA
Ingush,2017,government,NA,NA,NA
Ingush,2017,healthcare,NA,NA,NA
Ingush,2017,nonprofit,NA,NA,NA
Ingush,2017,other,NA,NA,NA
Ingush,2017,NA,NA,NA,NA
Ingush,2018,archive,NA,NA,NA
Ingush,2018,company,NA,NA,NA
Ingush,2018,education,13,7,1
Ingush,2018,facility,NA,NA,NA
Ingush,2018,government,NA,NA,NA
Ingush,2018,healthcare,NA,NA,NA
Ingush,2018,nonprofit,NA,NA,NA
Ingush,2018,other,NA,NA,NA
Ingush,2018,NA,NA,NA,NA
Ingush,2019,archive,NA,NA,NA
Ingush,2019,company,NA,NA,NA
Ingush,2019,education,34,12,1
Ingush,2019,facility,NA,NA,NA
Ingush,2019,government,NA,NA,NA
Ingush,2019,healthcare,NA,NA,NA
Ingush,2019,nonprofit,NA,NA,NA
Ingush,2019,other,NA,NA,NA
Ingush,2019,NA,NA,NA,NA
Ingush,2020,archive,NA,NA,NA
Ingush,2020,company,NA,NA,NA
Ingush,2020,education,50,20,1
Ingush,2020,facility,NA,NA,NA
Ingush,2020,government,NA,NA,NA
Ingush,2020,healthcare,NA,NA,NA
Ingush,2020,nonprofit,NA,NA,NA
Ingush,2020,other,NA,NA,NA
Ingush,2020,NA,NA,NA,NA
Ingush,2021,archive,NA,NA,NA
Ingush,2021,company,NA,NA,NA
Ingush,2021,education,115,66,1
Ingush,2021,facility,NA,NA,NA
Ingush,2021,government,NA,NA,NA
Ingush,2021,healthcare,NA,NA,NA
Ingush,2021,nonprofit,NA,NA,NA
Ingush,2021,other,NA,NA,NA
Ingush,2021,NA,NA,NA,NA
Ingush,2022,archive,NA,NA,NA
Ingush,2022,company,NA,NA,NA
Ingush,2022,education,61,88,1
Ingush,2022,facility,NA,NA,NA
Ingush,2022,government,NA,NA,NA
Ingush,2022,healthcare,NA,NA,NA
