region_shp,year,type,works_count,cited_by_count,inst_count
Irkutsk,2022,education,2381,8832,12
Irkutsk,2022,facility,1545,18851,13
Irkutsk,2022,healthcare,111,557,2
Irkutsk,2023,archive,0,23,1
Irkutsk,2023,company,2,5,2
Irkutsk,2023,education,1678,8898,12
Irkutsk,2023,facility,1474,19954,14
Irkutsk,2023,healthcare,85,608,2
Irkutsk,2024,archive,0,3,1
Irkutsk,2024,company,2,3,2
Irkutsk,2024,education,398,2702,10
Irkutsk,2024,facility,242,5979,13
Irkutsk,2024,healthcare,20,215,2
Ivanovo,2012,education,200,912,6
Ivanovo,2012,facility,160,837,1
Ivanovo,2012,healthcare,13,55,2
Ivanovo,2013,education,232,1126,6
Ivanovo,2013,facility,216,1052,1
Ivanovo,2013,healthcare,17,67,2
Ivanovo,2014,education,273,1410,6
Ivanovo,2014,facility,177,1201,1
Ivanovo,2014,healthcare,20,69,2
Ivanovo,2015,education,338,1435,6
Ivanovo,2015,facility,192,1428,1
Ivanovo,2015,healthcare,41,100,2
Ivanovo,2016,education,337,1666,6
Ivanovo,2016,facility,182,1659,1
Ivanovo,2016,healthcare,53,112,2
Ivanovo,2017,education,444,1982,6
Ivanovo,2017,facility,201,2001,1
Ivanovo,2017,healthcare,36,129,2
Ivanovo,2018,education,436,2018,6
Ivanovo,2018,facility,178,1972,1
Ivanovo,2018,healthcare,45,183,2
Ivanovo,2019,education,539,2694,6
Ivanovo,2019,facility,209,2422,1
Ivanovo,2019,healthcare,59,240,2
Ivanovo,2020,education,584,3070,6
Ivanovo,2020,facility,197,2759,1
Ivanovo,2020,healthcare,95,295,2
Ivanovo,2021,education,741,3473,6
Ivanovo,2021,facility,238,3427,1
Ivanovo,2021,healthcare,114,450,2
Ivanovo,2022,education,573,3674,6
Ivanovo,2022,facility,221,3903,1
Ivanovo,2022,healthcare,81,483,2
Ivanovo,2023,education,486,4280,6
Ivanovo,2023,facility,233,4014,1
Ivanovo,2023,healthcare,49,441,2
Ivanovo,2024,education,82,1230,6
Ivanovo,2024,facility,59,1473,1
Ivanovo,2024,healthcare,15,129,2
Kabardin-Balkar,2012,education,70,182,3
Kabardin-Balkar,2012,facility,26,92,2
Kabardin-Balkar,2013,education,60,228,4
Kabardin-Balkar,2013,facility,16,146,2
Kabardin-Balkar,2014,education,72,203,4
Kabardin-Balkar,2014,facility,30,145,2
Kabardin-Balkar,2014,other,1,0,1
Kabardin-Balkar,2015,education,98,269,3
Kabardin-Balkar,2015,facility,25,147,2
Kabardin-Balkar,2015,other,3,0,1
Kabardin-Balkar,2016,education,119,366,3
Kabardin-Balkar,2016,facility,21,194,2
Kabardin-Balkar,2017,education,120,397,4
Kabardin-Balkar,2017,facility,29,220,2
Kabardin-Balkar,2017,other,3,0,1
Kabardin-Balkar,2018,education,256,483,4
Kabardin-Balkar,2018,facility,91,253,2
Kabardin-Balkar,2018,other,5,2,1
Kabardin-Balkar,2019,education,261,659,3
Kabardin-Balkar,2019,facility,75,233,2
Kabardin-Balkar,2019,other,2,2,1
Kabardin-Balkar,2020,education,343,824,4
Kabardin-Balkar,2020,facility,121,302,2
Kabardin-Balkar,2020,other,7,13,1
Kabardin-Balkar,2021,education,470,964,3
Kabardin-Balkar,2021,facility,186,423,2
Kabardin-Balkar,2021,other,4,22,1
Kabardin-Balkar,2022,education,400,952,4
Kabardin-Balkar,2022,facility,113,492,2
Kabardin-Balkar,2022,other,0,52,1
Kabardin-Balkar,2023,education,263,1175,4
Kabardin-Balkar,2023,facility,118,667,2
Kabardin-Balkar,2023,other,0,29,1
Kabardin-Balkar,2024,education,46,319,3
Kabardin-Balkar,2024,facility,24,169,2
Kabardin-Balkar,2024,other,1,21,1
Kaliningrad,2012,education,78,350,5
Kaliningrad,2012,facility,13,187,1
Kaliningrad,2013,education,96,407,5
Kaliningrad,2013,facility,7,209,1
Kaliningrad,2014,education,154,543,5
Kaliningrad,2014,facility,6,222,1
Kaliningrad,2015,education,262,700,5
Kaliningrad,2015,facility,12,146,1
Kaliningrad,2016,education,265,841,5
Kaliningrad,2016,facility,7,195,1
Kaliningrad,2017,education,409,1092,5
Kaliningrad,2017,facility,9,205,1
Kaliningrad,2018,education,477,1744,5
Kaliningrad,2018,facility,4,181,1
Kaliningrad,2019,education,640,2657,5
Kaliningrad,2019,facility,12,236,1
Kaliningrad,2020,education,692,3815,6
Kaliningrad,2020,facility,22,232,1
Kaliningrad,2021,education,804,4982,4
Kaliningrad,2021,facility,15,258,1
Kaliningrad,2022,education,838,5665,5
Kaliningrad,2022,facility,18,320,1
Kaliningrad,2023,education,743,6703,5
Kaliningrad,2023,facility,19,349,1
Kaliningrad,2024,education,146,2512,4
Kaliningrad,2024,facility,9,144,1
Kalmyk,2012,education,11,40,1
Kalmyk,2012,facility,21,34,1
Kalmyk,2013,education,17,58,1
Kalmyk,2013,facility,32,45,1
Kalmyk,2014,education,10,46,1
Kalmyk,2014,facility,37,42,1
Kalmyk,2015,education,23,55,1
Kalmyk,2015,facility,27,36,1
Kalmyk,2016,education,12,53,1
Kalmyk,2016,facility,42,52,1
Kalmyk,2017,education,24,48,1
Kalmyk,2017,facility,57,31,1
Kalmyk,2018,education,49,61,1
Kalmyk,2018,facility,38,56,1
Kalmyk,2019,education,85,188,1
Kalmyk,2019,facility,47,46,1
Kalmyk,2020,education,112,189,1
Kalmyk,2020,facility,29,65,1
Kalmyk,2021,education,168,234,1
Kalmyk,2021,facility,35,48,1
Kalmyk,2022,education,167,195,1
Kalmyk,2022,facility,31,59,1
Kalmyk,2023,education,77,248,1
Kalmyk,2023,facility,17,104,1
Kalmyk,2024,education,28,83,1
Kalmyk,2024,facility,1,44,1
Kaluga,2012,archive,1,12,1
Kaluga,2012,education,9,16,1
Kaluga,2012,facility,501,11421,7
Kaluga,2012,other,8,271,1
Kaluga,2013,archive,1,11,1
Kaluga,2013,education,14,45,1
Kaluga,2013,facility,548,13154,6
Kaluga,2013,other,14,317,1
Kaluga,2014,archive,0,11,1
Kaluga,2014,education,15,40,1
Kaluga,2014,facility,584,13552,6
Kaluga,2014,other,10,332,1
Kaluga,2015,archive,4,34,1
Kaluga,2015,education,33,46,1
Kaluga,2015,facility,531,16083,6
Kaluga,2015,other,7,365,1
Kaluga,2016,archive,1,15,1
Kaluga,2016,education,25,53,1
Kaluga,2016,facility,521,17691,6
Kaluga,2016,other,12,435,1
Kaluga,2017,archive,2,14,1
Kaluga,2017,education,42,91,1
Kaluga,2017,facility,476,16311,7
Kaluga,2017,other,8,406,1
Kaluga,2018,archive,5,15,1
Kaluga,2018,education,62,92,1
Kaluga,2018,facility,383,13228,7
Kaluga,2018,other,11,473,1
Kaluga,2019,archive,3,22,1
Kaluga,2019,education,89,156,1
Kaluga,2019,facility,563,13146,7
Kaluga,2019,other,10,559,1
Kaluga,2020,archive,5,16,1
Kaluga,2020,education,109,249,1
Kaluga,2020,facility,611,13274,7
Kaluga,2020,other,13,602,1
Kaluga,2021,archive,3,42,1
Kaluga,2021,education,187,275,1
Kaluga,2021,facility,640,15092,6
Kaluga,2021,other,9,707,1
Kaluga,2022,archive,0,66,1
Kaluga,2022,education,169,254,1
Kaluga,2022,facility,534,12678,6
Kaluga,2022,other,14,623,1
Kaluga,2023,archive,1,30,1
Kaluga,2023,education,92,295,1
Kaluga,2023,facility,488,13612,6
Kaluga,2023,other,19,575,1
Kaluga,2024,archive,0,14,1
Kaluga,2024,education,25,86,1
Kaluga,2024,facility,98,4319,6
Kaluga,2024,other,0,173,1
Kamchatka,2012,archive,0,26,1
Kamchatka,2012,education,13,139,2
Kamchatka,2012,facility,65,686,2
Kamchatka,2013,archive,1,21,1
Kamchatka,2013,education,15,125,2
Kamchatka,2013,facility,94,907,2
Kamchatka,2014,archive,0,31,1
Kamchatka,2014,education,23,139,2
Kamchatka,2014,facility,109,925,2
Kamchatka,2015,archive,9,36,1
Kamchatka,2015,education,40,160,2
Kamchatka,2015,facility,114,1218,2
Kamchatka,2016,archive,1,31,1
Kamchatka,2016,education,34,148,2
Kamchatka,2016,facility,176,1105,2
Kamchatka,2017,archive,8,44,1
Kamchatka,2017,education,47,195,2
Kamchatka,2017,facility,141,1290,2
Kamchatka,2018,archive,16,78,1
Kamchatka,2018,education,49,210,2
Kamchatka,2018,facility,163,1558,2
Kamchatka,2019,archive,6,103,1
Kamchatka,2019,education,51,205,2
Kamchatka,2019,facility,200,1753,2
Kamchatka,2020,archive,15,103,1
Kamchatka,2020,education,33,266,2
Kamchatka,2020,facility,174,2071,2
Kamchatka,2021,archive,12,148,1
Kamchatka,2021,education,85,317,2
Kamchatka,2021,facility,157,2315,2
Kamchatka,2022,archive,13,201,1
Kamchatka,2022,education,50,291,2
Kamchatka,2022,facility,132,2330,2
Kamchatka,2023,archive,7,175,1
Kamchatka,2023,education,43,305,2
Kamchatka,2023,facility,182,2684,2
Kamchatka,2024,archive,0,60,1
Kamchatka,2024,education,8,104,2
Kamchatka,2024,facility,14,713,2
Karachay-Cherkess,2012,education,16,9,2
Karachay-Cherkess,2012,facility,105,2082,1
Karachay-Cherkess,2013,education,6,20,2
Karachay-Cherkess,2013,facility,115,2309,1
Karachay-Cherkess,2014,education,9,23,3
Karachay-Cherkess,2014,facility,160,3223,1
Karachay-Cherkess,2015,education,15,38,3
Karachay-Cherkess,2015,facility,136,4354,1
Karachay-Cherkess,2016,education,19,51,4
Karachay-Cherkess,2016,facility,204,5973,1
Karachay-Cherkess,2017,education,31,39,4
Karachay-Cherkess,2017,facility,179,6213,1
Karachay-Cherkess,2018,education,37,80,4
Karachay-Cherkess,2018,facility,200,7602,1
Karachay-Cherkess,2019,education,55,113,4
Karachay-Cherkess,2019,facility,184,7066,1
Karachay-Cherkess,2020,education,66,145,4
Karachay-Cherkess,2020,facility,267,6482,1
Karachay-Cherkess,2021,education,95,227,3
Karachay-Cherkess,2021,facility,209,6210,1
Karachay-Cherkess,2022,education,84,212,3
Karachay-Cherkess,2022,facility,202,6296,1
Karachay-Cherkess,2023,education,60,418,4
Karachay-Cherkess,2023,facility,182,6239,1
Karachay-Cherkess,2024,education,19,99,3
Karachay-Cherkess,2024,facility,30,1729,1
Karelia,2012,education,83,372,2
Karelia,2012,facility,95,673,4
Karelia,2012,other,0,1,1
Karelia,2013,archive,1,1,1
Karelia,2013,education,132,466,3
Karelia,2013,facility,95,743,4
Karelia,2013,other,1,1,1
Karelia,2014,archive,3,0,1
Karelia,2014,education,149,609,3
Karelia,2014,facility,119,818,4
Karelia,2014,other,0,12,1
Karelia,2015,archive,2,4,2
Karelia,2015,education,184,595,3
Karelia,2015,facility,157,901,4
Karelia,2015,other,0,20,1
Karelia,2016,archive,4,4,2
Karelia,2016,education,209,673,3
Karelia,2016,facility,224,970,4
Karelia,2016,other,0,21,1
Karelia,2017,archive,3,3,2
Karelia,2017,education,215,899,3
Karelia,2017,facility,249,1143,4
Karelia,2017,other,0,14,1
Karelia,2018,archive,10,6,2
Karelia,2018,education,215,981,3
Karelia,2018,facility,297,1301,4
Karelia,2018,other,7,28,1
Karelia,2019,archive,6,8,2
Karelia,2019,education,336,1363,3
Karelia,2019,facility,373,2049,4
Karelia,2019,other,15,44,1
Karelia,2020,archive,14,58,2
Karelia,2020,education,380,1632,3
Karelia,2020,facility,388,2669,4
Karelia,2020,other,7,69,1
Karelia,2021,archive,2,58,2
Karelia,2021,education,412,1910,3
Karelia,2021,facility,389,3292,4
Karelia,2021,other,2,89,1
Karelia,2022,archive,1,113,2
Karelia,2022,education,361,2006,3
Karelia,2022,facility,370,3555,4
Karelia,2022,other,1,130,1
Karelia,2023,archive,2,62,2
Karelia,2023,education,347,2222,3
Karelia,2023,facility,401,4182,4
Karelia,2023,other,1,113,1
Karelia,2024,archive,0,38,2
Karelia,2024,education,97,709,3
Karelia,2024,facility,60,1155,4
Karelia,2024,other,0,28,1
Kemerovo,2012,education,143,284,8
Kemerovo,2012,facility,112,606,7
Kemerovo,2012,healthcare,50,351,2
Kemerovo,2013,education,315,422,8
Kemerovo,2013,facility,160,839,7
Kemerovo,2013,healthcare,67,402,2
Kemerovo,2014,education,375,497,8
Kemerovo,2014,facility,160,939,7
Kemerovo,2014,healthcare,60,447,2
Kemerovo,2015,education,664,839,8
Kemerovo,2015,facility,233,1142,7
Kemerovo,2015,healthcare,79,450,2
Kemerovo,2016,education,554,1159,8
Kemerovo,2016,facility,255,1434,7
Kemerovo,2016,healthcare,91,396,2
Kemerovo,2017,education,727,1489,8
Kemerovo,2017,facility,287,1664,7
Kemerovo,2017,healthcare,107,390,2
Kemerovo,2018,education,830,1715,8
Kemerovo,2018,facility,256,1850,8
Kemerovo,2018,healthcare,131,369,2
Kemerovo,2019,education,1225,2509,8
Kemerovo,2019,facility,343,2283,7
Kemerovo,2019,healthcare,236,553,2
Kemerovo,2020,education,1336,3299,8
Kemerovo,2020,facility,291,2572,8
Kemerovo,2020,healthcare,237,835,2
Kemerovo,2021,education,1522,4950,8
Kemerovo,2021,facility,424,3198,7
Kemerovo,2021,healthcare,208,1176,2
Kemerovo,2022,education,1291,5258,8
Kemerovo,2022,facility,290,3356,7
Kemerovo,2022,healthcare,180,1268,2
Kemerovo,2023,education,1015,5703,8
Kemerovo,2023,facility,265,3493,7
Kemerovo,2023,healthcare,145,1265,2
Kemerovo,2024,education,191,2113,7
Kemerovo,2024,facility,68,1223,7
Kemerovo,2024,healthcare,20,334,2
Khabarovsk,2012,education,63,198,7
Khabarovsk,2012,facility,220,1515,6
Khabarovsk,2013,education,101,220,8
Khabarovsk,2013,facility,201,1740,6
Khabarovsk,2014,education,102,268,8
Khabarovsk,2014,facility,241,2010,6
Khabarovsk,2015,education,219,368,7
Khabarovsk,2015,facility,232,2039,6
Khabarovsk,2016,education,335,800,7
Khabarovsk,2016,facility,239,2144,6
Khabarovsk,2017,education,254,1120,9
Khabarovsk,2017,facility,295,2357,6
Khabarovsk,2018,education,373,1487,9
Khabarovsk,2018,facility,449,2839,6
Khabarovsk,2019,education,517,2008,9
Khabarovsk,2019,facility,412,3472,6
Khabarovsk,2020,education,771,2734,9
Khabarovsk,2020,facility,520,4008,6
Khabarovsk,2021,education,763,3460,9
Khabarovsk,2021,facility,580,4378,6
Khabarovsk,2022,education,565,3739,9
Khabarovsk,2022,facility,392,4204,6
Khabarovsk,2023,education,419,3849,9
Khabarovsk,2023,facility,363,4299,6
Khabarovsk,2024,education,79,1345,8
Khabarovsk,2024,facility,67,1385,6
Khakass,2016,facility,1,0,1
Khakass,2017,other,1,0,1
Khakass,2018,facility,1,0,1
Khakass,2020,facility,3,0,1
Khakass,2021,facility,1,0,1
Khakass,2022,facility,1,2,1
Khakass,2023,facility,2,2,1
Khakass,2024,facility,0,1,1
Kirov,2012,education,84,69,4
Kirov,2012,facility,14,38,2
Kirov,2012,healthcare,3,12,1
Kirov,2013,education,64,95,4
Kirov,2013,facility,28,48,2
Kirov,2013,healthcare,2,19,1
Kirov,2014,education,54,136,4
Kirov,2014,facility,20,45,2
Kirov,2014,healthcare,9,23,1
Kirov,2015,education,138,161,5
Kirov,2015,facility,26,67,2
Kirov,2015,healthcare,24,22,1
Kirov,2016,education,151,245,4
Kirov,2016,facility,38,67,2
Kirov,2016,healthcare,10,11,1
Kirov,2017,education,260,441,4
Kirov,2017,facility,48,78,3
Kirov,2017,healthcare,8,32,1
Kirov,2018,education,277,515,4
Kirov,2018,facility,64,75,2
Kirov,2018,healthcare,7,64,1
Kirov,2018,other,4,0,1
Kirov,2019,education,405,815,4
Kirov,2019,facility,134,102,2
Kirov,2019,healthcare,43,86,1
Kirov,2019,other,16,21,1
Kirov,2020,education,568,1684,4
Kirov,2020,facility,159,220,2
Kirov,2020,healthcare,34,114,1
Kirov,2020,other,3,71,1
Kirov,2021,education,495,1424,4
Kirov,2021,facility,271,368,2
Kirov,2021,healthcare,42,209,1
Kirov,2021,other,4,48,1
Kirov,2022,education,444,1463,4
Kirov,2022,facility,169,409,2
Kirov,2022,healthcare,42,182,1
Kirov,2022,other,0,76,1
Kirov,2023,education,405,1835,4
Kirov,2023,facility,138,559,2
Kirov,2023,healthcare,51,224,1
Kirov,2023,other,1,103,1
Kirov,2024,education,78,533,4
Kirov,2024,facility,19,170,2
Kirov,2024,healthcare,16,94,1
Kirov,2024,other,0,13,1
Komi,2012,education,23,132,3
Komi,2012,facility,118,810,3
Komi,2012,government,2,1,2
Komi,2013,education,34,177,4
Komi,2013,facility,107,1022,3
Komi,2013,government,2,0,2
Komi,2014,education,58,237,4
Komi,2014,facility,141,1301,3
Komi,2014,government,1,0,1
Komi,2015,education,82,308,4
Komi,2015,facility,147,1469,3
Komi,2015,government,2,1,3
Komi,2016,education,69,248,4
Komi,2016,facility,183,1452,3
Komi,2016,government,5,0,3
Komi,2017,education,109,411,4
Komi,2017,facility,234,1683,3
Komi,2017,government,6,1,2
Komi,2018,education,108,435,4
Komi,2018,facility,278,1856,3
Komi,2018,government,9,7,3
Komi,2019,education,152,638,4
Komi,2019,facility,389,2644,3
Komi,2019,government,13,9,3
Komi,2020,education,167,773,4
Komi,2020,facility,437,3765,3
Komi,2020,government,8,11,3
Komi,2021,education,222,856,4
Komi,2021,facility,415,4431,3
Komi,2021,government,10,17,3
Komi,2022,education,184,1003,4
Komi,2022,facility,478,5188,3
Komi,2022,government,9,11,3
Komi,2023,education,140,1219,4
Komi,2023,facility,527,5604,3
Komi,2023,government,3,12,3
Komi,2024,education,32,333,4
Komi,2024,facility,118,1788,3
Komi,2024,government,2,15,2
Kostroma,2012,education,16,60,2
Kostroma,2012,facility,0,3,1
Kostroma,2012,other,2,6,1
Kostroma,2013,education,14,47,3
Kostroma,2013,facility,2,1,1
Kostroma,2013,other,2,10,1
Kostroma,2014,education,30,56,3
Kostroma,2014,facility,4,3,1
Kostroma,2014,other,2,8,1
Kostroma,2015,education,35,100,3
Kostroma,2015,facility,2,7,1
Kostroma,2015,other,2,9,1
Kostroma,2016,education,63,184,3
Kostroma,2016,facility,6,8,1
Kostroma,2016,other,2,23,1
Kostroma,2017,education,48,156,3
Kostroma,2017,facility,1,9,1
Kostroma,2017,other,1,16,1
Kostroma,2018,education,53,133,3
Kostroma,2018,facility,15,10,1
Kostroma,2018,other,1,24,1
Kostroma,2019,education,155,206,3
Kostroma,2019,facility,19,11,1
Kostroma,2019,other,0,26,1
Kostroma,2020,education,194,307,3
Kostroma,2020,facility,18,26,1
Kostroma,2020,other,3,59,1
Kostroma,2021,education,287,376,3
Kostroma,2021,facility,13,35,1
Kostroma,2021,other,1,30,1
Kostroma,2022,education,232,412,3
Kostroma,2022,facility,28,30,1
Kostroma,2022,other,1,68,1
Kostroma,2023,education,215,558,3
Kostroma,2023,facility,27,66,1
Kostroma,2023,other,1,37,1
Kostroma,2024,education,35,122,3
Kostroma,2024,facility,5,23,1
Kostroma,2024,other,0,20,1
Krasnodar,2012,education,215,892,11
Krasnodar,2012,facility,24,100,8
Krasnodar,2012,healthcare,2,5,3
Krasnodar,2013,education,252,940,14
Krasnodar,2013,facility,32,153,8
Krasnodar,2013,healthcare,6,6,3
Krasnodar,2014,education,280,1060,10
Krasnodar,2014,facility,55,221,11
Krasnodar,2014,healthcare,14,12,3
Krasnodar,2015,education,414,1333,17
Krasnodar,2015,facility,62,241,9
Krasnodar,2015,healthcare,10,21,3
Krasnodar,2016,education,695,1532,17
Krasnodar,2016,facility,61,247,11
Krasnodar,2016,healthcare,14,23,3
Krasnodar,2017,education,1060,1863,18
Krasnodar,2017,facility,114,326,10
Krasnodar,2017,healthcare,13,36,3
Krasnodar,2018,education,1077,2266,15
Krasnodar,2018,facility,208,412,11
Krasnodar,2018,healthcare,36,78,3
Krasnodar,2019,education,1504,3256,18
Krasnodar,2019,facility,275,500,11
Krasnodar,2019,healthcare,117,110,3
Krasnodar,2020,education,2152,4866,18
Krasnodar,2020,facility,386,835,11
Krasnodar,2020,healthcare,21,122,3
Krasnodar,2021,education,3412,6854,19
Krasnodar,2021,facility,481,1320,11
Krasnodar,2021,healthcare,33,152,3
Krasnodar,2022,education,2855,8444,20
Krasnodar,2022,facility,326,1486,11
Krasnodar,2022,healthcare,32,146,3
Krasnodar,2023,education,1990,10260,18
Krasnodar,2023,facility,229,1707,11
Krasnodar,2023,healthcare,33,170,3
Krasnodar,2024,education,486,3888,14
Krasnodar,2024,facility,43,493,10
Krasnodar,2024,healthcare,7,56,3
Krasnoyarsk,2012,archive,0,42,1
Krasnoyarsk,2012,company,4,2,1
Krasnoyarsk,2012,education,434,1523,12
Krasnoyarsk,2012,facility,628,9346,9
Krasnoyarsk,2012,healthcare,9,14,1
Krasnoyarsk,2013,archive,7,57,2
Krasnoyarsk,2013,company,7,6,1
Krasnoyarsk,2013,education,516,1804,11
Krasnoyarsk,2013,facility,670,10348,9
Krasnoyarsk,2013,healthcare,14,21,1
Krasnoyarsk,2014,archive,2,39,1
Krasnoyarsk,2014,company,11,12,1
Krasnoyarsk,2014,education,669,2324,13
Krasnoyarsk,2014,facility,773,10915,8
Krasnoyarsk,2014,healthcare,39,28,1
Krasnoyarsk,2015,archive,3,48,1
Krasnoyarsk,2015,company,19,13,1
Krasnoyarsk,2015,education,1157,2955,13
Krasnoyarsk,2015,facility,948,12173,9
Krasnoyarsk,2015,healthcare,47,22,1
Krasnoyarsk,2015,other,2,0,1
Krasnoyarsk,2016,archive,4,47,2
Krasnoyarsk,2016,company,16,32,1
Krasnoyarsk,2016,education,1207,3837,12
Krasnoyarsk,2016,facility,1258,13208,9
Krasnoyarsk,2016,healthcare,48,41,1
Krasnoyarsk,2016,other,2,11,1
Krasnoyarsk,2017,archive,6,46,1
Krasnoyarsk,2017,company,25,35,1
Krasnoyarsk,2017,education,1282,4849,12
Krasnoyarsk,2017,facility,1065,14339,9
Krasnoyarsk,2017,healthcare,52,72,1
Krasnoyarsk,2017,other,1,9,1
Krasnoyarsk,2018,archive,10,58,2
Krasnoyarsk,2018,company,49,46,1
Krasnoyarsk,2018,education,1673,6334,13
Krasnoyarsk,2018,facility,1138,15951,9
Krasnoyarsk,2018,healthcare,56,147,1
Krasnoyarsk,2018,other,5,6,1
Krasnoyarsk,2019,archive,5,89,2
Krasnoyarsk,2019,company,39,92,1
Krasnoyarsk,2019,education,2516,8368,15
Krasnoyarsk,2019,facility,1387,18213,9
Krasnoyarsk,2019,healthcare,87,211,1
Krasnoyarsk,2019,other,5,15,1
Krasnoyarsk,2020,archive,16,93,2
Krasnoyarsk,2020,company,61,96,1
Krasnoyarsk,2020,education,3069,12234,15
Krasnoyarsk,2020,facility,1477,20955,9
Krasnoyarsk,2020,healthcare,110,337,1
Krasnoyarsk,2020,other,9,129,1
Krasnoyarsk,2021,archive,10,142,2
Krasnoyarsk,2021,company,66,129,1
Krasnoyarsk,2021,education,3030,16313,15
Krasnoyarsk,2021,facility,1594,24307,9
Krasnoyarsk,2021,healthcare,130,424,1
Krasnoyarsk,2021,other,1,102,1
Krasnoyarsk,2022,archive,12,173,2
Krasnoyarsk,2022,company,47,155,1
Krasnoyarsk,2022,education,2637,17575,15
Krasnoyarsk,2022,facility,1571,25783,10
Krasnoyarsk,2022,healthcare,119,542,1
Krasnoyarsk,2022,other,0,127,1
Krasnoyarsk,2023,archive,2,139,2
Krasnoyarsk,2023,company,29,160,1
Krasnoyarsk,2023,education,1917,19189,15
Krasnoyarsk,2023,facility,1251,26251,9
Krasnoyarsk,2023,healthcare,117,617,1
Krasnoyarsk,2023,other,1,122,1
Krasnoyarsk,2024,archive,1,68,2
Krasnoyarsk,2024,company,1,35,1
Krasnoyarsk,2024,education,560,7506,14
Krasnoyarsk,2024,facility,322,9614,9
Krasnoyarsk,2024,healthcare,41,213,1
Krasnoyarsk,2024,other,0,37,1
Kurgan,2012,education,15,77,3
Kurgan,2012,facility,34,55,1
Kurgan,2013,education,13,75,3
Kurgan,2013,facility,25,75,1
Kurgan,2014,education,25,85,3
Kurgan,2014,facility,28,73,1
Kurgan,2015,education,15,93,3
Kurgan,2015,facility,60,110,1
Kurgan,2016,education,31,127,3
Kurgan,2016,facility,71,155,1
Kurgan,2017,education,41,155,3
Kurgan,2017,facility,62,151,1
Kurgan,2018,education,75,130,3
Kurgan,2018,facility,89,159,1
Kurgan,2019,education,140,147,3
Kurgan,2019,facility,90,190,1
Kurgan,2020,education,257,311,3
Kurgan,2020,facility,100,328,1
Kurgan,2021,education,405,383,3
Kurgan,2021,facility,75,405,1
Kurgan,2022,education,320,421,3
Kurgan,2022,facility,92,376,1
Kurgan,2023,education,356,579,3
Kurgan,2023,facility,69,452,1
Kurgan,2024,education,16,182,3
Kurgan,2024,facility,16,135,1
Kursk,2012,education,80,370,4
Kursk,2012,facility,3,22,3
Kursk,2012,healthcare,0,54,1
Kursk,2013,education,115,419,4
Kursk,2013,facility,9,23,3
Kursk,2013,healthcare,2,34,1
Kursk,2014,education,123,455,4
Kursk,2014,facility,3,22,3
Kursk,2014,healthcare,2,44,1
Kursk,2015,education,217,667,4
Kursk,2015,facility,14,33,4
Kursk,2015,healthcare,5,49,1
Kursk,2016,education,211,721,4
Kursk,2016,facility,3,33,4
Kursk,2016,healthcare,13,46,1
Kursk,2017,education,312,881,4
Kursk,2017,facility,14,51,4
Kursk,2017,healthcare,9,38,1
Kursk,2018,education,379,1161,4
Kursk,2018,facility,23,50,4
Kursk,2018,healthcare,14,51,1
Kursk,2019,education,593,1407,5
Kursk,2019,facility,27,55,5
Kursk,2019,healthcare,17,47,1
Kursk,2020,education,723,1862,5
Kursk,2020,facility,67,68,5
Kursk,2020,healthcare,20,40,1
Kursk,2021,education,815,2383,5
Kursk,2021,facility,148,127,5
Kursk,2021,healthcare,25,68,1
Kursk,2022,education,631,2670,5
Kursk,2022,facility,88,118,5
Kursk,2022,healthcare,17,80,1
Kursk,2023,education,500,3281,5
Kursk,2023,facility,71,164,5
Kursk,2023,healthcare,20,80,1
Kursk,2024,education,126,1054,5
Kursk,2024,facility,8,56,5
Kursk,2024,healthcare,9,28,1
Leningrad,2012,facility,1521,11318,3
Leningrad,2013,facility,2093,13245,3
Leningrad,2014,facility,489,13942,3
Leningrad,2015,facility,1502,16160,3
Leningrad,2015,other,1,0,1
Leningrad,2016,facility,1999,18001,3
Leningrad,2017,facility,462,17315,3
Leningrad,2018,facility,355,13579,3
Leningrad,2019,facility,397,14137,3
Leningrad,2020,facility,399,14713,3
Leningrad,2020,other,4,5,1
Leningrad,2021,facility,398,15464,3
Leningrad,2021,other,2,20,1
Leningrad,2022,facility,329,13516,3
Leningrad,2022,other,1,46,1
Leningrad,2023,facility,281,14550,3
Leningrad,2023,other,4,26,1
Leningrad,2024,facility,66,4632,3
Leningrad,2024,other,0,15,1
Lipetsk,2012,education,36,98,5
Lipetsk,2013,education,42,121,4
Lipetsk,2014,education,47,126,4
Lipetsk,2015,education,117,158,4
Lipetsk,2016,education,92,162,4
Lipetsk,2017,education,133,210,4
Lipetsk,2018,education,174,260,5
Lipetsk,2019,education,274,389,4
Lipetsk,2020,education,393,544,4
Lipetsk,2021,education,580,710,5
Lipetsk,2022,education,503,745,5
Lipetsk,2023,education,386,919,5
Lipetsk,2024,education,38,202,4
Maga Buryatdan,2012,facility,41,335,2
Maga Buryatdan,2013,facility,49,491,2
Maga Buryatdan,2014,facility,58,406,2
Maga Buryatdan,2015,facility,58,539,2
Maga Buryatdan,2016,facility,47,483,2
Maga Buryatdan,2017,facility,75,706,2
Maga Buryatdan,2018,facility,68,828,2
Maga Buryatdan,2019,facility,77,1051,2
Maga Buryatdan,2020,facility,105,1451,2
Maga Buryatdan,2021,facility,114,1696,2
Maga Buryatdan,2022,facility,101,1819,2
Maga Buryatdan,2023,facility,134,2377,2
Maga Buryatdan,2024,facility,26,514,2
Mariy-El,2012,education,43,153,2
